Organism	Genome Source	Genome Version/Assembly ID	Is Reference Strain	Contigs	Supercontigs	Chromosomes	Species	Strain	VEuPathDB Project	taxId	asmId	genBank	refSeq	identical	sciName	comName	ucscBrowser	geneModelUrl
Emmonsia crescens UAMH 3008	INSDC	GCA_001008285.1	yes	0	1734	0	Emmonsia crescens	UAMH 3008	FungiDB	1247875	GCA_001008285.1_ASM100828v1	GCA_001008285.1		False	Emmonsia crescens UAMH 3008	ascomycetes E.crescens (UAMH 3008 2015)	https://genome.ucsc.edu/h/GCA_001008285.1	https://hgdownload.soe.ucsc.edu/hubs/GCA/001/008/285/GCA_001008285.1/genes/GCA_001008285.1_ASM100828v1.augustus.gtf.gz
Acanthamoeba castellanii str. Neff	GenBank	GCA_000313135.1	yes	0	384	0	Acanthamoeba castellanii	str. Neff	AmoebaDB	1257118	GCF_000313135.1_Acastellanii.strNEFF_v1	GCA_000313135.1	GCF_000313135.1	True	Acanthamoeba castellanii str. Neff	A.castellanii str. (Neff 2013)	https://genome.ucsc.edu/h/GCF_000313135.1	
Ophiostoma piceae UAMH 11346	INSDC	GCA_000410735.1	yes	0	45	0	Ophiostoma piceae	UAMH 11346	FungiDB	1262450	GCA_000410735.1_Opiceae_UAMHv01	GCA_000410735.1		False	Ophiostoma piceae UAMH 11346	ascomycetes O.piceae (UAMH 11346 2013)	https://genome.ucsc.edu/h/GCA_000410735.1	https://hgdownload.soe.ucsc.edu/hubs/GCA/000/410/735/GCA_000410735.1/genes/GCA_000410735.1_Opiceae_UAMHv01.augustus.gtf.gz
Lichtheimia corymbifera JMRC:FSU:9682	INSDC	GCA_000723665.1	yes	0	209	0	Lichtheimia corymbifera	JMRC:FSU:9682	FungiDB	1263082	GCA_000723665.1_454Minimus	GCA_000723665.1		False	Lichtheimia corymbifera JMRC:FSU:9682	mucoromycotan L.corymbifera JMRC:FSU:9682 (FSU 9682 2014)	https://genome.ucsc.edu/h/GCA_000723665.1	https://hgdownload.soe.ucsc.edu/hubs/GCA/000/723/665/GCA_000723665.1/genes/GCA_000723665.1_454Minimus.augustus.gtf.gz
Plasmodium vivax Sal-1	GenBank	GCA_000002415.2	no	2733	0	14	Plasmodium vivax	Sal-1	PlasmoDB	5855	GCF_000002415.2_ASM241v2	GCA_000002415.2	GCF_000002415.2	False	Plasmodium vivax	malaria parasite P. vivax (Salvador I 2009)	https://genome.ucsc.edu/h/GCF_000002415.2	
Blumeria graminis f. sp. tritici 96224	INSDC	GCA_900519115.1	yes	0	0	12	Blumeria graminis	f. sp. tritici 96224	FungiDB	62690	GCA_900519115.1_Bgt_genome_v3.16	GCA_900519115.1		False	Blumeria graminis f. sp. tritici	grass mildew (2019)	https://genome.ucsc.edu/h/GCA_900519115.1	https://hgdownload.soe.ucsc.edu/hubs/GCA/900/519/115/GCA_900519115.1/genes/GCA_900519115.1_Bgt_genome_v3.16.augustus.gtf.gz
Plasmodium cynomolgi strain M	GenBank	GCA_900180395.1	yes	40	0	14	Plasmodium cynomolgi	strain M	PlasmoDB	5827	GCA_900180395.1_PcyM	GCA_900180395.1		False	Plasmodium cynomolgi	apicomplexans P.cynomolgi (M 2017)	https://genome.ucsc.edu/h/GCA_900180395.1	https://hgdownload.soe.ucsc.edu/hubs/GCA/900/180/395/GCA_900180395.1/genes/GCA_900180395.1_PcyM.augustus.gtf.gz
Metarhizium anisopliae ARSEF 549	INSDC	GCA_000814975.1	yes	0	74	0	Metarhizium anisopliae	ARSEF 549	FungiDB	1276135	GCA_000814975.1_MAN_1.0	GCA_000814975.1		False	Metarhizium anisopliae ARSEF 549	ascomycetes M.anisopliae (ARSEF 549 2015)	https://genome.ucsc.edu/h/GCA_000814975.1	https://hgdownload.soe.ucsc.edu/hubs/GCA/000/814/975/GCA_000814975.1/genes/GCA_000814975.1_MAN_1.0.augustus.gtf.gz
Zymoseptoria tritici ST99CH_3D1	INSDC	GCA_900184105.1	no	0	0	21	Zymoseptoria tritici	ST99CH_3D1	FungiDB	1276537	GCA_900184105.1_ST99CH_3D1	GCA_900184105.1		False	Zymoseptoria tritici ST99CH_3D1	ascomycetes Z.tritici ST99CH_3D1 (2017)	https://genome.ucsc.edu/h/GCA_900184105.1	https://hgdownload.soe.ucsc.edu/hubs/GCA/900/184/105/GCA_900184105.1/genes/GCA_900184105.1_ST99CH_3D1.augustus.gtf.gz
Cladophialophora carrionii CBS 160.54	INSDC	GCA_000365165.2	no	0	19	0	Cladophialophora carrionii	CBS 160.54	FungiDB	1279043	GCF_000365165.1_Clad_carr_CBS_160_54_V1	GCA_000365165.2	GCF_000365165.1	True	Cladophialophora carrionii CBS 160.54	ascomycetes C.carrionii CBS 160.54	https://genome.ucsc.edu/h/GCF_000365165.1	
Fusarium fujikuroi IMI 58289	GenBank	GCA_900079805.1	yes	0	0	12	Fusarium fujikuroi	IMI 58289	FungiDB	1279085	GCF_900079805.1_Fusarium_fujikuroi_IMI58289_V2	GCA_900079805.1	GCF_900079805.1	True	Fusarium fujikuroi IMI 58289	ascomycetes F.fujikuroi IMI 58289	https://genome.ucsc.edu/h/GCF_900079805.1	
Stachybotrys chartarum IBT 40293	INSDC	GCA_000732565.1	yes	0	2342	0	Stachybotrys chartarum	IBT 40293	FungiDB	1280524	GCA_000732565.1_S40293v1	GCA_000732565.1		False	Stachybotrys chartarum IBT 40293	ascomycetes S.chartarum (IBT 40293 2014)	https://genome.ucsc.edu/h/GCA_000732565.1	https://hgdownload.soe.ucsc.edu/hubs/GCA/000/732/565/GCA_000732565.1/genes/GCA_000732565.1_S40293v1.augustus.gtf.gz
Anncaliia algerae PRA339	GenBank	GCA_000385875.2	no	0	431	0	Anncaliia algerae	PRA339	MicrosporidiaDB	1288291	GCA_000385875.2_Annc_alge_insect_USDA_JJB_V2	GCA_000385875.2		False	Anncaliia algerae PRA339	microsporidians A.algerae (PRA339 2014)	https://genome.ucsc.edu/h/GCA_000385875.2	https://hgdownload.soe.ucsc.edu/hubs/GCA/000/385/875/GCA_000385875.2/genes/GCA_000385875.2_Annc_alge_insect_USDA_JJB_V2.augustus.gtf.gz
Leishmania panamensis MHOM/COL/81/L13	GenBank	GCA_000340495.1	yes	0	820	36	Leishmania panamensis	MHOM/COL/81/L13	TriTrypDB	1295824	GCA_000340495.1_Leishmania_panamensis_L13-1.3.1	GCA_000340495.1		False	Leishmania panamensis MHOM/COL/81/L13	Leishmania panamensis (MHOM/COL/81/L13 2013)	https://genome.ucsc.edu/h/GCA_000340495.1	https://hgdownload.soe.ucsc.edu/hubs/GCA/000/340/495/GCA_000340495.1/genes/GCA_000340495.1_Leishmania_panamensis_L13-1.3.1.augustus.gtf.gz
Leishmania braziliensis MHOM/BR/75/M2903	GenBank	GCA_000340355.2	no	0	709	35	Leishmania braziliensis	MHOM/BR/75/M2903	TriTrypDB	1295825	GCA_000340355.2_Leishmania_braziliensis_M2903-1.0.6	GCA_000340355.2		False	Leishmania braziliensis MHOM/BR/75/M2903	Leishmania braziliensis (MHOM/BR/75/M2903 2016 kinetoplastids)	https://genome.ucsc.edu/h/GCA_000340355.2	https://hgdownload.soe.ucsc.edu/hubs/GCA/000/340/355/GCA_000340355.2/genes/GCA_000340355.2_Leishmania_braziliensis_M2903-1.0.6.augustus.gtf.gz
Cryptococcus gattii EJB2	GenBank	GCA_000835745.1	no	0	282	0	Cryptococcus gattii VGI	EJB2	FungiDB	1296103	GCA_000835745.1_Cryp_gatt_EJB2_V1	GCA_000835745.1		False	Cryptococcus gattii EJB2	basidiomycetes C.gattii (EJB2 2015)	https://genome.ucsc.edu/h/GCA_000835745.1	https://hgdownload.soe.ucsc.edu/hubs/GCA/000/835/745/GCA_000835745.1/genes/GCA_000835745.1_Cryp_gatt_EJB2_V1.augustus.gtf.gz
Cryptococcus gattii NT-10	GenBank	GCA_000935105.1	no	0	226	0	Cryptococcus gattii VGI	NT10	FungiDB	1296108	GCA_000935105.1_Cryp_gatt_NT-10_V1	GCA_000935105.1		False	Cryptococcus gattii NT-10	basidiomycetes C.gattii (NT-10 2015)	https://genome.ucsc.edu/h/GCA_000935105.1	https://hgdownload.soe.ucsc.edu/hubs/GCA/000/935/105/GCA_000935105.1/genes/GCA_000935105.1_Cryp_gatt_NT-10_V1.augustus.gtf.gz
Cryptococcus gattii CA1873	GenBank	GCA_000855695.1	no	0	33	0	Cryptococcus gattii VGIII	CA1873	FungiDB	1296111	GCA_000855695.1_Cryp_gatt_CA1873_V1	GCA_000855695.1		False	Cryptococcus bacillisporus CA1873	basidiomycetes C.bacillisporus (CA1873 2015)	https://genome.ucsc.edu/h/GCA_000855695.1	https://hgdownload.soe.ucsc.edu/hubs/GCA/000/855/695/GCA_000855695.1/genes/GCA_000855695.1_Cryp_gatt_CA1873_V1.augustus.gtf.gz
Kwoniella heveanensis CBS 569	GenBank	GCA_000507425.3	yes	0	242	0	Kwoniella heveanensis	CBS 569	FungiDB	1296119	GCA_000507425.3_Cryp_heve_CBS569_V2	GCA_000507425.3		False	Kwoniella heveanensis CBS 569	basidiomycetes K.heveanensis (CBS 569 2016)	https://genome.ucsc.edu/h/GCA_000507425.3	https://hgdownload.soe.ucsc.edu/hubs/GCA/000/507/425/GCA_000507425.3/genes/GCA_000507425.3_Cryp_heve_CBS569_V2.augustus.gtf.gz
Mastigamoeba balamuthi ATCC 30984	INSDC	GCA_902651635.1	yes	0	1925	0	Mastigamoeba balamuthi	ATCC 30984	AmoebaDB	108607	GCA_902651635.1_mastiga_genome_v5.1	GCA_902651635.1		False	Mastigamoeba balamuthi	M.balamuthi (2019)	https://genome.ucsc.edu/h/GCA_902651635.1	https://hgdownload.soe.ucsc.edu/hubs/GCA/902/651/635/GCA_902651635.1/genes/GCA_902651635.1_mastiga_genome_v5.1.augustus.gtf.gz
Lentinus tigrinus ALCF2SS1-7	INSDC	GCA_003813185.1	yes	0	207	0	Lentinus tigrinus	ALCF2SS1-7	FungiDB	1328758	GCA_003813185.1_Lenti7_1	GCA_003813185.1	GCF_003813185.1	True	Lentinus tigrinus ALCF2SS1-7	basidiomycetes L.tigrinus (ALCF2SS1-7 2018)	https://genome.ucsc.edu/h/GCA_003813185.1	https://hgdownload.soe.ucsc.edu/hubs/GCA/003/813/185/GCA_003813185.1/genes/GCA_003813185.1_Lenti7_1.augustus.gtf.gz
Aspergillus niger ATCC 13496	GenBank	GCA_003344705.1	no	0	133	0	Aspergillus niger	ATCC 13496	FungiDB	1353008	GCA_003344705.1_Aspni_bvT_1	GCA_003344705.1		False	Aspergillus niger ATCC 13496	ascomycetes A.niger (ATCC 13496 2018)	https://genome.ucsc.edu/h/GCA_003344705.1	https://hgdownload.soe.ucsc.edu/hubs/GCA/003/344/705/GCA_003344705.1/genes/GCA_003344705.1_Aspni_bvT_1.augustus.gtf.gz
Ordospora colligata OC4	GenBank	GCA_000803265.1	yes	15	0	0	Ordospora colligata	OC4	MicrosporidiaDB	1354746	GCF_000803265.1_ASM80326v1	GCA_000803265.1	GCF_000803265.1	True	Ordospora colligata OC4	microsporidians O.colligata OC4	https://genome.ucsc.edu/h/GCF_000803265.1	
Encephalitozoon cuniculi EcunIII-L	GenBank	GCA_001078035.1	no	0	0	15	Encephalitozoon cuniculi	EcunIII-L	MicrosporidiaDB	1355160	GCA_001078035.1_ECIIIL	GCA_001078035.1		False	Encephalitozoon cuniculi EcunIII-L	microsporidians E.cuniculi (EcunIII-L 2015)	https://genome.ucsc.edu/h/GCA_001078035.1	https://hgdownload.soe.ucsc.edu/hubs/GCA/001/078/035/GCA_001078035.1/genes/GCA_001078035.1_ECIIIL.augustus.gtf.gz
Spraguea lophii 42_110	GenBank	GCA_000430065.1	yes	1392	0	0	Spraguea lophii	42_110	MicrosporidiaDB	1358809	GCA_000430065.1_Sprlop1.0	GCA_000430065.1		False	Spraguea lophii 42_110	microsporidians S.lophii (42_110 2013)	https://genome.ucsc.edu/h/GCA_000430065.1	https://hgdownload.soe.ucsc.edu/hubs/GCA/000/430/065/GCA_000430065.1/genes/GCA_000430065.1_Sprlop1.0.augustus.gtf.gz
Plasmodium falciparum HB3	GenBank	GCA_900631985.1	no	12	0	14	Plasmodium falciparum	HB3	PlasmoDB	5833	GCA_900631985.1_PfHB3-3	GCA_900631985.1		False	Plasmodium falciparum	malaria parasite P. falciparum (HB3 2018)	https://genome.ucsc.edu/h/GCA_900631985.1	https://hgdownload.soe.ucsc.edu/hubs/GCA/900/631/985/GCA_900631985.1/genes/GCA_900631985.1_PfHB3-3.augustus.gtf.gz
Aspergillus campestris IBT 28561	GenBank	GCA_002847485.1	yes	62	0	0	Aspergillus campestris	IBT 28561	FungiDB	1392248	GCF_002847485.1_Aspcam1	GCA_002847485.1	GCF_002847485.1	True	Aspergillus campestris IBT 28561	ascomycetes A.campestris IBT 28561	https://genome.ucsc.edu/h/GCF_002847485.1	
Aspergillus steynii IBT 23096	GenBank	GCA_002849105.1	yes	37	0	0	Aspergillus steynii	IBT 23096	FungiDB	1392250	GCF_002849105.1_Aspste1	GCA_002849105.1	GCF_002849105.1	True	Aspergillus steynii IBT 23096	ascomycetes A.steynii IBT 23096	https://genome.ucsc.edu/h/GCF_002849105.1	
Aspergillus novofumigatus IBT 16806	GenBank	GCA_002847465.1	yes	62	0	0	Aspergillus novofumigatus	IBT 16806	FungiDB	1392255	GCF_002847465.1_Aspnov1	GCA_002847465.1	GCF_002847465.1	True	Aspergillus novofumigatus IBT 16806	ascomycetes A.novofumigatus IBT 16806	https://genome.ucsc.edu/h/GCF_002847465.1	
Aspergillus ochraceoroseus IBT 24754	GenBank	GCA_002846915.2	yes	34	0	0	Aspergillus ochraceoroseus	IBT 24754	FungiDB	1392256	GCF_002846915.1_Aspergillus_ochraceoroseus_IBT_24754_v1.1	GCA_002846915.2	GCF_002846915.1	True	Aspergillus ochraceoroseus IBT 24754	ascomycetes A.ochraceoroseus IBT 24754	https://genome.ucsc.edu/h/GCF_002846915.1	
Cryptococcus neoformans var. neoformans XL280	INSDC	GCA_002216205.1	no	0	32	5	Cryptococcus neoformans	var. neoformans XL280	FungiDB	1396488	GCA_002216205.1_ASM221620v1	GCA_002216205.1		False	Cryptococcus neoformans var. neoformans XL280	basidiomycetes C.neoformans var. neoformans (XL280 2017)	https://genome.ucsc.edu/h/GCA_002216205.1	https://hgdownload.soe.ucsc.edu/hubs/GCA/002/216/205/GCA_002216205.1/genes/GCA_002216205.1_ASM221620v1.augustus.gtf.gz
Sporothrix schenckii 1099-18	GenBank	GCA_000961545.1	yes	15	0	0	Sporothrix schenckii	1099-18	FungiDB	1397361	GCF_000961545.1_S_schenckii_v1	GCA_000961545.1	GCF_000961545.1	True	Sporothrix schenckii 1099-18	ascomycetes S.schenckii (1099-18 2015 refseq)	https://genome.ucsc.edu/h/GCF_000961545.1	https://hgdownload.soe.ucsc.edu/hubs/GCA/000/961/545/GCA_000961545.1/genes/GCA_000961545.1_S_schenckii_v1.ncbiRefSeq.gtf.gz
Sporothrix brasiliensis 5110	GenBank	GCA_000820605.1	yes	12	0	0	Sporothrix brasiliensis	5110	FungiDB	1398154	GCF_000820605.1_S_brasiliensis_5110_v1	GCA_000820605.1	GCF_000820605.1	True	Sporothrix brasiliensis 5110	ascomycetes S.brasiliensis 5110	https://genome.ucsc.edu/h/GCF_000820605.1	
Pneumocystis jirovecii RU7	INSDC	GCA_001477535.1	no	0	70	0	Pneumocystis jirovecii	RU7	FungiDB	1408657	GCF_001477535.1_Pneu_jiro_RU7_V2	GCA_001477535.1	GCF_001477535.1	True	Pneumocystis jirovecii RU7	ascomycetes P.jirovecii RU7	https://genome.ucsc.edu/h/GCF_001477535.1	
Pneumocystis carinii B80	INSDC	GCF_001477545.1	yes	0	62	0	Pneumocystis carinii	B80	FungiDB	1408658	GCF_001477545.1_Pneu_cari_B80_V3	GCA_001477545.1	GCF_001477545.1	True	Pneumocystis carinii B80	ascomycetes P.carinii B80	https://genome.ucsc.edu/h/GCF_001477545.1	https://hgdownload.soe.ucsc.edu/hubs/GCF/001/477/545/GCF_001477545.1/genes/GCF_001477545.1_Pneu_cari_B80_V3.ncbiRefSeq.gtf.gz
Trypanosoma cruzi Dm28c 2014	GenBank	GCA_000496795.1	no	1210	0	0	Trypanosoma cruzi	Dm28c 2014	TriTrypDB	1416333	GCA_000496795.1_T.cruzi.Dm28c_v01	GCA_000496795.1		False	Trypanosoma cruzi Dm28c	Trypanosoma cruzi (Dm28c 2013)	https://genome.ucsc.edu/h/GCA_000496795.1	https://hgdownload.soe.ucsc.edu/hubs/GCA/000/496/795/GCA_000496795.1/genes/GCA_000496795.1_T.cruzi.Dm28c_v01.augustus.gtf.gz
Fonsecaea pedrosoi CBS 271.37	GenBank	GCA_000835455.1	yes	0	11	0	Fonsecaea pedrosoi	CBS 271.37	FungiDB	1442368	GCF_000835455.1_Fons_pedr_CBS_271_37_V1	GCA_000835455.1	GCF_000835455.1	True	Fonsecaea pedrosoi CBS 271.37	ascomycetes F.pedrosoi CBS 271.37	https://genome.ucsc.edu/h/GCF_000835455.1	
Rhinocladiella mackenziei CBS 650.93	INSDC	GCA_000835555.1	yes	0	17	0	Rhinocladiella mackenziei	CBS 650.93	FungiDB	1442369	GCF_000835555.1_Rhin_mack_CBS_650_93_V1	GCA_000835555.1	GCF_000835555.1	True	Rhinocladiella mackenziei CBS 650.93	ascomycetes R.mackenziei CBS 650.93	https://genome.ucsc.edu/h/GCF_000835555.1	
Cladophialophora bantiana CBS 173.52	INSDC	GCA_000835475.1	yes	0	60	0	Cladophialophora bantiana	CBS 173.52	FungiDB	1442370	GCF_000835475.1_Clad_bant_CBS_173_52_V1	GCA_000835475.1	GCF_000835475.1	True	Cladophialophora bantiana CBS 173.52	ascomycetes C.bantiana CBS 173.52	https://genome.ucsc.edu/h/GCF_000835475.1	
Fonsecaea multimorphosa CBS 102226	INSDC	GCA_000836435.1	yes	0	67	0	Fonsecaea multimorphosa	CBS 102226	FungiDB	1442371	GCF_000836435.1_Fons_mult_CBS_102226_V1	GCA_000836435.1	GCF_000836435.1	True	Fonsecaea multimorphosa CBS 102226	ascomycetes F.multimorphosa CBS 102226	https://genome.ucsc.edu/h/GCF_000836435.1	
Emergomyces pasteurianus Ep9510	INSDC	GCA_001883825.1	yes	0	1643	0	Emergomyces pasteurianus	Ep9510	FungiDB	1447872	GCA_001883825.1_Emmo_past_UAMH9510_V1	GCA_001883825.1		False	Emergomyces pasteurianus Ep9510	ascomycetes E.pasteurianus Ep9510 (UAMH 9510 2016)	https://genome.ucsc.edu/h/GCA_001883825.1	https://hgdownload.soe.ucsc.edu/hubs/GCA/001/883/825/GCA_001883825.1/genes/GCA_001883825.1_Emmo_past_UAMH9510_V1.augustus.gtf.gz
Aspergillus eucalypticola CBS 122712	INSDC	GCA_003184535.1	yes	0	131	0	Aspergillus eucalypticola	CBS 122712	FungiDB	1448314	GCF_003184535.1_Aspeuc1	GCA_003184535.1	GCF_003184535.1	True	Aspergillus eucalypticola CBS 122712	ascomycetes A.eucalypticola CBS 122712	https://genome.ucsc.edu/h/GCF_003184535.1	
Aspergillus uvarum CBS 121591	INSDC	GCA_003184745.1	yes	0	172	0	Aspergillus uvarum	CBS 121591	FungiDB	1448315	GCF_003184745.1_Aspuva1	GCA_003184745.1	GCF_003184745.1	True	Aspergillus uvarum CBS 121591	ascomycetes A.uvarum CBS 121591	https://genome.ucsc.edu/h/GCF_003184745.1	
Aspergillus ibericus CBS 121593	INSDC	GCA_003184845.1	yes	0	116	0	Aspergillus ibericus	CBS 121593	FungiDB	1448316	GCF_003184845.1_Aspibe1	GCA_003184845.1	GCF_003184845.1	True	Aspergillus ibericus CBS 121593	ascomycetes A.ibericus CBS 121593	https://genome.ucsc.edu/h/GCF_003184845.1	
Aspergillus sclerotiicarbonarius CBS 121057	INSDC	GCA_003184635.1	yes	0	166	0	Aspergillus sclerotiicarbonarius	CBS 121057	FungiDB	1448318	GCA_003184635.1_Aspscle1	GCA_003184635.1		False	Aspergillus sclerotiicarbonarius CBS 121057	ascomycetes A.sclerotiicarbonarius (CBS 121057 2018)	https://genome.ucsc.edu/h/GCA_003184635.1	https://hgdownload.soe.ucsc.edu/hubs/GCA/003/184/635/GCA_003184635.1/genes/GCA_003184635.1_Aspscle1.augustus.gtf.gz
Aspergillus fijiensis CBS 313.89	INSDC	GCA_003184825.1	yes	0	149	0	Aspergillus fijiensis	CBS 313.89	FungiDB	1448319	GCF_003184825.1_Aspfij1	GCA_003184825.1	GCF_003184825.1	True	Aspergillus fijiensis CBS 313.89	ascomycetes A.fijiensis CBS 313.89	https://genome.ucsc.edu/h/GCF_003184825.1	
Aspergillus ellipticus CBS 707.79	INSDC	GCA_003184645.1	yes	0	518	0	Aspergillus ellipticus	CBS 707.79	FungiDB	1448320	GCA_003184645.1_Aspell1	GCA_003184645.1		False	Aspergillus ellipticus CBS 707.79	ascomycetes A.ellipticus (CBS 707.79 2018)	https://genome.ucsc.edu/h/GCA_003184645.1	https://hgdownload.soe.ucsc.edu/hubs/GCA/003/184/645/GCA_003184645.1/genes/GCA_003184645.1_Aspell1.augustus.gtf.gz
Aspergillus heteromorphus CBS 117.55	INSDC	GCA_003184545.1	yes	0	205	0	Aspergillus heteromorphus	CBS 117.55	FungiDB	1448321	GCF_003184545.1_Asphet1	GCA_003184545.1	GCF_003184545.1	True	Aspergillus heteromorphus CBS 117.55	ascomycetes A.heteromorphus CBS 117.55	https://genome.ucsc.edu/h/GCF_003184545.1	
Aspergillus homomorphus CBS 101889	INSDC	GCA_003184865.1	yes	0	152	0	Aspergillus homomorphus	CBS 101889	FungiDB	1450537	GCF_003184865.1_Asphom1	GCA_003184865.1	GCF_003184865.1	True	Aspergillus homomorphus CBS 101889	ascomycetes A.homomorphus CBS 101889	https://genome.ucsc.edu/h/GCF_003184865.1	
Theileria equi strain WA	GenBank	GCA_000342415.1	yes	0	8	2	Theileria equi	strain WA	PiroplasmaDB	1537102	GCF_000342415.1_JCVI-bewag-v1.1	GCA_000342415.1	GCF_000342415.1	True	Theileria equi strain WA	apicomplexans T.equi strain (WA 2012)	https://genome.ucsc.edu/h/GCF_000342415.1	
Cryptosporidium sp. chipmunk LX-2015	GenBank	GCA_000831705.1	yes	853	0	0	Cryptosporidium sp.	chipmunk LX-2015	CryptoDB	1603071	GCA_000831705.1_ASM83170v1	GCA_000831705.1		False	Cryptosporidium sp. chipmunk LX-2015	apicomplexans C.sp. (chipmunk LX-2015 2015)	https://genome.ucsc.edu/h/GCA_000831705.1	https://hgdownload.soe.ucsc.edu/hubs/GCA/000/831/705/GCA_000831705.1/genes/GCA_000831705.1_ASM83170v1.augustus.gtf.gz
Nematocida ironsii ERTm5	INSDC	GCA_001642415.1	yes	0	186	0	Nematocida ironsii	ERTm5	MicrosporidiaDB	1805481	GCA_001642415.1_ASM164241v1	GCA_001642415.1		False	Nematocida sp. ERTm5	microsporidians N.sp. (ERTm5 2016)	https://genome.ucsc.edu/h/GCA_001642415.1	https://hgdownload.soe.ucsc.edu/hubs/GCA/001/642/415/GCA_001642415.1/genes/GCA_001642415.1_ASM164241v1.augustus.gtf.gz
Trypanosoma brucei brucei TREU927	GenBank	GCA_000002445.1	yes	115	0	16	Trypanosoma brucei	brucei TREU927	TriTrypDB	185431	GCF_000002445.2_ASM244v1	GCA_000002445.1	GCF_000002445.2	True	Trypanosoma brucei brucei TREU927	Trypanosoma brucei brucei (927/4 GUTat10.1 2005 kinetoplastids)	https://genome.ucsc.edu/h/GCF_000002445.2	
Amphiamblys sp. WSBS2006	GenBank	GCA_001875675.1	yes	1727	0	0	unclassified Amphiamblys	WSBS2006	MicrosporidiaDB	1866961	GCA_001875675.1_ASM187567v1	GCA_001875675.1		False	Amphiamblys sp. WSBS2006	microsporidians A.sp. (WSBS2006 2016)	https://genome.ucsc.edu/h/GCA_001875675.1	https://hgdownload.soe.ucsc.edu/hubs/GCA/001/875/675/GCA_001875675.1/genes/GCA_001875675.1_ASM187567v1.augustus.gtf.gz
Cryptococcus neoformans var. neoformans JEC21	GenBank	GCA_000091045.1	yes	0	0	14	Cryptococcus neoformans	var. neoformans JEC21	FungiDB	214684	GCF_000091045.1_ASM9104v1	GCA_000091045.1	GCF_000091045.1	True	Cryptococcus neoformans var. neoformans JEC21	basidiomycetes C.neoformans (JEC21 2005 refseq)	https://genome.ucsc.edu/h/GCF_000091045.1	https://hgdownload.soe.ucsc.edu/hubs/GCA/000/091/045/GCA_000091045.1/genes/GCA_000091045.1_ASM9104v1.augustus.gtf.gz
Coccidioides posadasii C735 delta SOWgp	GenBank	GCA_000151335.1	no	0	55	0	Coccidioides posadasii	C735 delta SOWgp	FungiDB	222929	GCF_000151335.2_JCVI-cpa1-1.0	GCA_000151335.1	GCF_000151335.2	True	Coccidioides posadasii C735 delta SOWgp	ascomycetes C.posadasii (C735 delta SOWgp 2009 refseq)	https://genome.ucsc.edu/h/GCF_000151335.2	https://hgdownload.soe.ucsc.edu/hubs/GCA/000/151/335/GCA_000151335.1/genes/GCA_000151335.1_JCVI-cpa1-1.0.augustus.gtf.gz
Chaetothyriales sp. CBS 132003	INSDC	GCA_003709865.1	yes	0	118	0	Chaetothyriales sp.	CBS 132003	FungiDB	2249419	GCA_003709865.1_ASM370986v1	GCA_003709865.1		False	Chaetothyriales sp. CBS 132003	ascomycetes C.sp. (CBS 132003 2018)	https://genome.ucsc.edu/h/GCA_003709865.1	https://hgdownload.soe.ucsc.edu/hubs/GCA/003/709/865/GCA_003709865.1/genes/GCA_003709865.1_ASM370986v1.augustus.gtf.gz
Aspergillus nidulans FGSC A4	GenBank	GCA_000149205.2	yes	0	0	8	Aspergillus nidulans	FGSC A4	FungiDB	227321	GCF_000149205.2_ASM14920v2	GCA_000149205.2	GCF_000149205.2	True	Aspergillus nidulans FGSC A4	ascomycetes A.nidulans (FGSC A4 2012 refseq)	https://genome.ucsc.edu/h/GCF_000149205.2	https://hgdownload.soe.ucsc.edu/hubs/GCA/000/149/205/GCA_000149205.2/genes/GCA_000149205.2_ASM14920v2.augustus.gtf.gz
Fusarium graminearum PH-1	GenBank	GCA_900044135.1	yes	0	1	4	Fusarium graminearum	PH-1	FungiDB	5518	GCA_900044135.1_GZPH1RResV1	GCA_900044135.1		False	Fusarium graminearum	ascomycetes F.graminearum (PH-1 GZPH1RResV1 2016)	https://genome.ucsc.edu/h/GCA_900044135.1	https://hgdownload.soe.ucsc.edu/hubs/GCA/900/044/135/GCA_900044135.1/genes/GCA_900044135.1_GZPH1RResV1.augustus.gtf.gz
Cryptococcus neoformans var. grubii H99	GenBank	GCA_000149245.3	no	0	0	14	Cryptococcus neoformans	var. grubii H99	FungiDB	235443	GCF_000149245.1_CNA3	GCA_000149245.3	GCF_000149245.1	True	Cryptococcus neoformans var. grubii H99	basidiomycetes C.neoformans var. grubii H99	https://genome.ucsc.edu/h/GCF_000149245.1	
Candida albicans SC5314	GenBank	GCA_000182965.3	yes	0	0	8	Candida albicans	SC5314	FungiDB	237561	GCF_000182965.3_ASM18296v3	GCA_000182965.3	GCF_000182965.3	True	Candida albicans SC5314	budding yeast C.albicans SC5314	https://genome.ucsc.edu/h/GCF_000182965.3	
Ustilago maydis 521	GenBank	GCA_000328475.2	yes	0	4	23	Ustilago maydis	521	FungiDB	5270	GCF_000328475.2_Umaydis521_2.0	GCA_000328475.2	GCF_000328475.2	True	Mycosarcoma maydis	smut fungi U.maydis 521	https://genome.ucsc.edu/h/GCF_000328475.2	
